title,vote_average,genres,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
The Blues Brothers,1.0256566690595865,"Music, Comedy, Action, Crime",1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Godfather: Part II,1.6223589708904862,"Drama, Crime",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Full Metal Jacket,1.3240078199750365,"Drama, War",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
A Grand Day Out,0.9510688813307244,"Adventure, Animation, Comedy, Science Fiction, Family",0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Henry V,0.9510688813307244,"War, Drama, History, Action, Romance",1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
Amadeus,1.2494200322461735,"Drama, History, Music",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
The Quiet Man,0.8764810936018617,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Once Upon a Time in America,1.6223589708904862,"Drama, Crime",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Raging Bull,1.1748322445173114,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Annie Hall,1.2494200322461735,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Right Stuff,0.9510688813307244,"Drama, History",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Stalker,1.2494200322461735,"Drama, Science Fiction, Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Das Boot,1.3240078199750365,"Action, Drama, History, War, Adventure",1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
The Sting,1.3240078199750365,"Comedy, Crime, Drama",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Harold and Maude,1.1748322445173114,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Trust,0.27977879177096265,"Drama, Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Seventh Seal,1.3240078199750365,"Fantasy, Drama",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Local Hero,0.6527177304152746,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Terminator,0.9510688813307244,"Action, Thriller, Science Fiction",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Braindead,0.9510688813307244,"Horror, Comedy",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Glory,0.9510688813307244,War,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rosencrantz & Guildenstern Are Dead,0.8764810936018617,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Manhattan,1.2494200322461735,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Miller's Crossing,1.0256566690595865,"Drama, Thriller, Crime",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Dead Poets Society,1.4731833954327607,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Graduate,1.1002444567884486,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Touch of Evil,1.1002444567884486,"Drama, Thriller, Crime",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
La Femme Nikita,0.6527177304152746,"Action, Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Bridge on the River Kwai,1.1748322445173114,"Drama, History, War",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
8½,1.3240078199750365,"Fantasy, Drama",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Chinatown,1.3240078199750365,"Crime, Drama, Mystery, Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
The Day the Earth Stood Still,0.8764810936018617,"Drama, Science Fiction, Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
The Treasure of the Sierra Madre,1.3240078199750365,"Action, Adventure, Drama, Western",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Bad Taste,0.20519100404210053,"Action, Comedy, Horror, Science Fiction",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Duck Soup,1.1002444567884486,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Better Off Dead...,0.5035421549575497,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Shining,1.4731833954327607,"Horror, Thriller",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Stand by Me,1.2494200322461735,"Crime, Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M,1.3985956077038986,"Drama, Action, Thriller, Crime",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Evil Dead II,1.0256566690595865,"Horror, Comedy, Fantasy",0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
The Great Escape,1.2494200322461735,"Adventure, Drama, History, Thriller, War",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
The Deer Hunter,1.2494200322461735,"Drama, War",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Diva,0.42895436722868757,"Action, Drama, Music, Thriller",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Groundhog Day,0.9510688813307244,"Romance, Fantasy, Drama, Comedy",0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Unforgiven,1.1748322445173114,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Manchurian Candidate,1.1748322445173114,"Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Pump up the Volume,0.6527177304152746,"Music, Drama",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Arsenic and Old Lace,0.9510688813307244,"Comedy, Crime",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Back to the Future,1.3985956077038986,"Adventure, Comedy, Science Fiction, Family",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Fried Green Tomatoes,1.1002444567884486,"Drama, Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Patton,0.8764810936018617,"Drama, History, War",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Down by Law,0.8018933058729996,"Crime, Drama, Comedy",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Akira,1.2494200322461735,"Science Fiction, Animation",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Highlander,0.5035421549575497,"Adventure, Action, Fantasy",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cool Hand Luke,1.1748322445173114,"Crime, Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyrano de Bergerac,0.5035421549575497,"Drama, Comedy, History, Romance",0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Young Frankenstein,1.1748322445173114,"Comedy, Science Fiction",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Night on Earth,1.0256566690595865,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Raise the Red Lantern,1.2494200322461735,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Great Dictator,1.4731833954327607,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fantasia,0.8018933058729996,"Animation, Family, Music",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
High Noon,1.1002444567884486,Western,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Big Sleep,1.1002444567884486,"Crime, Drama, Mystery, Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Heathers,0.8764810936018617,"Thriller, Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Somewhere in Time,0.7273055181441367,"Science Fiction, Drama, Fantasy, Romance",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
Ben-Hur,1.0256566690595865,"Action, Adventure, Drama, History",1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
This Is Spinal Tap,1.1002444567884486,"Comedy, Music",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Koyaanisqatsi,1.1748322445173114,"Documentary, Music",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Some Kind of Wonderful,0.5781299426864125,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Indiana Jones and the Last Crusade,1.1002444567884486,"Adventure, Action",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Being There,1.1748322445173114,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gandhi,0.9510688813307244,"Drama, History",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Unbearable Lightness of Being,0.6527177304152746,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Room with a View,0.5781299426864125,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Real Genius,0.35436657949982475,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pink Floyd: The Wall,1.1748322445173114,Music,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Killing Fields,1.0256566690595865,"War, Drama, History",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
My Life as a Dog,0.8764810936018617,"Drama, Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Forbidden Planet,0.8018933058729996,"Adventure, Science Fiction, Action",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Field of Dreams,0.7273055181441367,"Drama, Fantasy",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Man Who Would Be King,1.1002444567884486,"Adventure, Drama",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Butch Cassidy and the Sundance Kid,0.9510688813307244,"History, Drama, Western, Crime",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"Paris, Texas",1.1748322445173114,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Until the End of the World,0.13060321631323774,"Thriller, Drama, Science Fiction, Action",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
When Harry Met Sally...,0.8764810936018617,"Comedy, Romance, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Hype!,0.5035421549575497,"Documentary, Music",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Santa with Muscles,-1.957854840094909,"Family, Comedy",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Female Perversions,-0.5406868732465234,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Mad Dog Time,0.056015428584375616,"Drama, Action, Comedy, Crime",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Breathing Room,-4.568427410605093,"Romance, Comedy",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Paris Was a Woman,0.6527177304152746,Documentary,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm Not Rappaport,0.056015428584375616,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Juice,-1.8832670523660466,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Alien³,0.056015428584375616,"Science Fiction, Action, Horror",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
An American Werewolf in London,0.8018933058729996,"Horror, Comedy",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Amityville: It's About Time,-1.510328113721735,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Amityville 3-D,-1.5849159014505971,"Horror, Thriller",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Amityville: Dollhouse,-1.957854840094909,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Amityville: A New Generation,-2.479969354196946,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Amityville II: The Possession,-0.16774793460221143,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Amityville Horror,0.056015428584375616,"Drama, Horror, Thriller",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
The Amityville Curse,-2.554557141925808,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Blood for Dracula,-0.2423357223310742,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
April Fool's Day,-0.2423357223310742,"Horror, Mystery",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Audrey Rose,-0.2423357223310742,"Fantasy, Drama, Horror, Thriller",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
The Believers,0.056015428584375616,"Crime, Drama, Horror, Mystery, Thriller",0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
The Birds,0.8764810936018617,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Blob,0.056015428584375616,"Horror, Science Fiction",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Blood Beach,-0.9136258118908354,"Science Fiction, Horror, Comedy",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Body Parts,-0.3915112977887991,"Horror, Thriller",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
The Body Snatcher,0.5035421549575497,"Thriller, Horror",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Dracula,0.7273055181441367,"Romance, Horror",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Bride of Frankenstein,0.9510688813307244,"Horror, Science Fiction",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Burnt Offerings,0.35436657949982475,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Candyman,0.056015428584375616,"Drama, Horror, Thriller",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Cape Fear,0.6527177304152746,"Crime, Thriller",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cape Fear,0.8018933058729996,"Drama, Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Carrie,0.6527177304152746,"Horror, Thriller",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Cat People,-0.0931601468733493,"Drama, Fantasy, Horror, Thriller",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
A Nightmare on Elm Street,0.8018933058729996,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nosferatu,1.1748322445173114,"Fantasy, Horror",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Vampire in Venice,1.7715345463482104,Horror,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Omen,0.8018933058729996,"Horror, Thriller",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Blood and Wine,-0.46609908551766127,"Crime, Drama, Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Albino Alligator,-0.3915112977887991,"Crime, Drama, Thriller",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Mirror Has Two Faces,0.27977879177096265,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Breaking the Waves,0.8018933058729996,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Nightwatch,0.056015428584375616,"Action, Drama, Horror, Mystery, Thriller",1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
Star Trek: First Contact,0.6527177304152746,"Science Fiction, Action, Adventure, Thriller",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Shine,0.8764810936018617,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sling Blade,0.9510688813307244,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jingle All the Way,-0.46609908551766127,"Family, Comedy",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Identification of a Woman,-0.2423357223310742,"Romance, Drama",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Paradise Lost: The Child Murders at Robin Hood Hills,1.3240078199750365,"Documentary, Drama",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Preacher's Wife,-0.5406868732465234,"Fantasy, Drama, Comedy, Science Fiction, Romance, Family",0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0
Zero Kelvin,0.20519100404210053,"Drama, Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Ridicule,0.9510688813307244,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The Crucible,0.42895436722868757,"Drama, History",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
101 Dalmatians,-0.3915112977887991,"Comedy, Family",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Forbidden Christ,-0.46609908551766127,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I Can't Sleep,-0.8390380241619732,"Drama, Mystery",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Die Hard 2,0.35436657949982475,"Action, Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Star Trek: The Motion Picture,0.056015428584375616,"Science Fiction, Adventure, Mystery",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Star Trek VI: The Undiscovered Country,0.42895436722868757,"Science Fiction, Action, Adventure, Thriller",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Star Trek V: The Final Frontier,-0.3915112977887991,"Science Fiction, Action, Adventure, Thriller",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Star Trek II: The Wrath of Khan,0.8764810936018617,"Action, Adventure, Science Fiction, Thriller",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Star Trek III: The Search for Spock,0.20519100404210053,"Science Fiction, Action, Adventure, Thriller",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Star Trek IV: The Voyage Home,0.5781299426864125,"Science Fiction, Adventure",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Batman Returns,0.35436657949982475,"Action, Fantasy",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Young Guns,0.35436657949982475,"Crime, Action, Adventure, Drama, Western",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Young Guns II,0.13060321631323774,"Western, Adventure",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Grease,0.8018933058729996,Romance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Grease 2,-0.9136258118908354,"Comedy, Drama, Family, Music, Romance",0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Marked for Death,-0.3915112977887991,"Action, Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Adrenalin: Fear the Rush,-1.6595036891794595,"Action, Science Fiction, Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
The Substance of Fire,-0.0931601468733493,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Under Siege,-0.018572359144487172,"Action, Thriller",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Terror in a Texas Town,0.7273055181441367,"Action, Western",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jaws,1.0256566690595865,"Horror, Thriller, Adventure",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Jaws 2,-0.16774793460221143,"Horror, Thriller",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Jaws 3-D,-1.4357403259928723,"Thriller, Horror",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
My Fellow Americans,0.13060321631323774,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mars Attacks!,-0.018572359144487172,"Comedy, Fantasy, Science Fiction",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Citizen Ruth,0.5035421549575497,"Drama, Comedy",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jerry Maguire,0.42895436722868757,"Comedy, Drama, Romance",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Raising Arizona,0.8018933058729996,"Comedy, Crime",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tin Men,0.5035421549575497,"Comedy, Drama",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sneakers,0.42895436722868757,"Comedy, Crime, Drama",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bastard Out of Carolina,0.8764810936018617,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
In Love and War,-0.0931601468733493,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Marvin's Room,0.35436657949982475,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Somebody Is Waiting,-4.568427410605093,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghosts of Mississippi,0.056015428584375616,"History, Drama",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Night Falls on Manhattan,0.35436657949982475,"Drama, Crime",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Beavis and Butt-Head Do America,0.27977879177096265,"Animation, Comedy",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Cérémonie,0.6527177304152746,"Drama, Thriller",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Scream,0.6527177304152746,"Crime, Horror, Mystery",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
The Last of the Mohicans,0.7273055181441367,"Action, Adventure, Drama, History, Romance, War",1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
Michael,-0.46609908551766127,"Comedy, Drama, Fantasy",0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Evening Star,-0.2423357223310742,"Drama, Romance, Family, Comedy",0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Hamlet,0.8764810936018617,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Some Mother's Son,0.6527177304152746,"Drama, History",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Whole Wide World,0.20519100404210053,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Mother,0.5035421549575497,Comedy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thieves,0.6527177304152746,"Romance, Crime, Drama",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Evita,-0.16774793460221143,"History, Drama, Music",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
The Portrait of a Lady,0.13060321631323774,"Drama, Romance",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Walkabout,0.9510688813307244,"Adventure, Drama",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Message to Love: The Isle of Wight Festival,0.20519100404210053,"Documentary, Music",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Murder at 1600,-0.2423357223310742,"Action, Drama, Mystery, Thriller, Crime",1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Hearts and Minds,-4.568427410605093,"Drama, Thriller, Documentary, Romance, Foreign",0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
Inside,-4.568427410605093,"Crime, Drama, TV Movie",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Fierce Creatures,-0.0931601468733493,"Comedy, Romance",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zeus & Roxanne,-1.4357403259928723,"Action, Adventure, Comedy, Family, Romance",1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Turbulence,-0.6898624487042483,"Action, Thriller, Crime",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Angel Baby,1.1748322445173114,Drama,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
First Strike,0.27977879177096265,"Action, Adventure, Comedy, Crime, Drama, Thriller",1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Underworld,-0.0931601468733493,"Drama, Action, Comedy, Thriller",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Beverly Hills Ninja,-0.46609908551766127,"Action, Comedy",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metro,-0.6152746609753862,"Action, Adventure, Comedy, Crime, Thriller",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
